seqname,tax_id,species_name
MATE_ISO_0198_Nitrospirae_bacterium_HCH-1_Nitrospirae,1748249,Nitrospirae bacterium HCH-1
MATE_ISO_0199_Nitrospirales_bacterium_LBB_01_Nitrospirae,2552947,Nitrospirales bacterium LBB_01
MATE_ISO_0200_Marispirochaeta_associata_strain_JC231_Spirochaetes,1560235,Candidatus Marispirochaeta associata
MATE_ISO_0201_Treponema_sp._J25_Spirochaetes,2094121,Treponema sp. J25
MATE_ISO_0202_Alkalispirochaeta_odontotermitis_JC202_Spirochaetes,1329640,Alkalispirochaeta odontotermitis
MATE_ISO_0203_Thermococcus_sp._EP1_Thermococci,1591054,Thermococcus sp. EP1
MATE_ISO_0204_Kosmotoga_pacifica_SLHLJ1_Thermotogae,1330330,Kosmotoga pacifica
MATE_MAG_0001_Acidobacteria_bacterium_CG_4_9_14_3_um_filter_49_7_Acidobacteria,1978231,Acidobacteria bacterium
MATE_MAG_0002_Solibacterales_bacterium_fen_235_Acidobacteria,2026791,Bryobacterales bacterium
MATE_MAG_0003_Solibacterales_bacterium_fen_415_Acidobacteria,2026791,Bryobacterales bacterium
MATE_MAG_0004_Solibacterales_bacterium_fen_298_Acidobacteria,2026791,Bryobacterales bacterium
MATE_MAG_0005_Acidobacteria_bacterium_fen_186_Acidobacteria,1978231,Acidobacteria bacterium
MATE_MAG_0006_Acidobacteria_bacterium_fen_181_Acidobacteria,1978231,Acidobacteria bacterium
MATE_MAG_0007_Acidobacteria_bacterium_metabat2.299_Acidobacteria,1978231,Acidobacteria bacterium
MATE_MAG_0008_Acidobacteria_bacterium_maxbin2.0013_Acidobacteria,1978231,Acidobacteria bacterium
MATE_MAG_0009_Thermoleophilia_UBA2241_bacteria00190_Actinobacteria,1948763,Thermoleophilia bacterium UBA2241
MATE_MAG_0010_Actinobacteria_0003_Actinobacteria,201174,Actinobacteria
MATE_MAG_0011_Actinobacteria_0018_Actinobacteria,201174,Actinobacteria
MATE_MAG_0012_Actinobacteria_bacterium_UBA2286_Actinobacteria,1953120,Actinobacteria bacterium UBA2286
MATE_MAG_0013_Actinobacteria_bacterium_UBA2279_Actinobacteria,1953119,Actinobacteria bacterium UBA2279
MATE_MAG_0014_Thermoleophilia_bacterium_UBA2241_Actinobacteria,1948763,Thermoleophilia bacterium UBA2241
MATE_MAG_0015_Actinobacteria_bacterium_UBA3086_Actinobacteria,1953123,Actinobacteria bacterium UBA3086
MATE_MAG_0016_Actinobacteria_bacterium_UBA7524_Actinobacteria,1953129,Actinobacteria bacterium UBA7524
MATE_MAG_0017_Actinobacteria_bacterium_HGW-Actinobacteria-7_Actinobacteria,1883427,Actinobacteria bacterium
MATE_MAG_0018_Actinobacteria_bacterium_HGW-Actinobacteria-6_Actinobacteria,1883427,Actinobacteria bacterium
MATE_MAG_0019_Actinobacteria_bacterium_HGW-Actinobacteria-1_Actinobacteria,1883427,Actinobacteria bacterium
MATE_MAG_0020_Actinobacteria_bacterium_palsa_645_Actinobacteria,1883427,Actinobacteria bacterium
MATE_MAG_0021_Coriobacteriia_bacterium_palsa_660_Actinobacteria,2052159,Coriobacteriia bacterium
MATE_MAG_0022_Actinobacteria_bacterium_fen_728_Actinobacteria,1883427,Actinobacteria bacterium
MATE_MAG_0023_Actinobacteria_bacterium_fen_727_Actinobacteria,1883427,Actinobacteria bacterium
MATE_MAG_0024_Actinobacteria_bacterium_fen_731_Actinobacteria,1883427,Actinobacteria bacterium
MATE_MAG_0025_Actinobacteria_bacterium_fen_683_Actinobacteria,1883427,Actinobacteria bacterium
MATE_MAG_0026_Actinobacteria_bacterium_fen_680_Actinobacteria,1883427,Actinobacteria bacterium
MATE_MAG_0027_Actinobacteria_bacterium_bog_752_Actinobacteria,1883427,Actinobacteria bacterium
MATE_MAG_0028_Actinobacteria_bacterium_1MN72D_65_13_Actinobacteria,1883427,Actinobacteria bacterium
MATE_MAG_0029_Aminicenantia_UBA2199_2744054410_Aminicenantes,1953193,Candidatus Aminicenantes bacterium UBA2199
MATE_MAG_0030_Aminicenantes_bacterium_RBG_13_59_9_Aminicenantes,1797268,Candidatus Aminicenantes bacterium RBG_13_59_9
MATE_MAG_0031_Bacteroidales_bacteria00203_Bacteroidetes,171549,Bacteroidales
MATE_MAG_0032_Bacteroidales_bacterium_K_DeepCast_100m_m2_162_Bacteroidetes,171549,Bacteroidales
MATE_MAG_0033_Bacteroidetes_0005_Bacteroidetes,976,Bacteroidetes
MATE_MAG_0034_Bacteroidetes_0025_Bacteroidetes,976,Bacteroidetes
MATE_MAG_0035_Bacteroidetes_0026_Bacteroidetes,976,Bacteroidetes
MATE_MAG_0036_Bacteroidetes_0035_Bacteroidetes,976,Bacteroidetes
MATE_MAG_0037_Bacteroides_sp._SM23_62_Bacteroidetes,1703353,Bacteroides sp. SM23_62_1
MATE_MAG_0038_Bacteroides_sp._SM1_62_Bacteroidetes,1703351,Bacteroides sp. SM1_62
MATE_MAG_0039_Bacteroidetes_bacterium_GWA2_30_7_Bacteroidetes,976,Bacteroidetes
MATE_MAG_0040_Bacteroidetes_bacterium_GWA2_31_9_Bacteroidetes,976,Bacteroidetes
MATE_MAG_0041_Bacteroidetes_bacterium_GWA2_32_17_Bacteroidetes,1797316,Bacteroidetes bacterium GWA2_32_17
MATE_MAG_0042_Bacteroidetes_bacterium_GWF2_35_48_Bacteroidetes,1797343,Bacteroidetes bacterium GWF2_35_48
MATE_MAG_0043_Bacteroidetes_bacterium_RIFOXYA12_FULL_35_11_Bacteroidetes,1797367,Bacteroidetes bacterium RIFOXYA12_FULL_35_11
MATE_MAG_0044_Bacteroidetes_bacterium_RIFOXYC12_FULL_35_7_Bacteroidetes,1797374,Bacteroidetes bacterium RIFOXYC12_FULL_35_7
MATE_MAG_0045_Bacteroidales_bacterium_45-6_Bacteroidetes,171549,Bacteroidales
MATE_MAG_0046_Bacteroidales_bacterium_UBA1800_Bacteroidetes,1950435,Bacteroidales bacterium UBA1800
MATE_MAG_0047_Bacteroidales_bacterium_UBA4133_Bacteroidetes,1950539,Bacteroidales bacterium UBA4133
MATE_MAG_0048_Bacteroidales_bacterium_UBA5072_Bacteroidetes,1950602,Bacteroidales bacterium UBA5072
MATE_MAG_0049_Bacteroidetes_bacterium_CG23_combo_of_CG06-09_8_20_14_all_32_9_Bacteroidetes,976,Bacteroidetes
MATE_MAG_0050_Bacteroidetes_bacterium_CG02_land_8_20_14_3_00_31_25_Bacteroidetes,976,Bacteroidetes
MATE_MAG_0051_Bacteroidetes_bacterium_CG_4_10_14_3_um_filter_31_20_Bacteroidetes,976,Bacteroidetes
MATE_MAG_0052_Bacteroidetes_bacterium_HGW-Bacteroidetes-21_Bacteroidetes,976,Bacteroidetes
MATE_MAG_0053_Bacteroidales_bacterium_fen_983_Bacteroidetes,171549,Bacteroidales
MATE_MAG_0054_Bacteroidales_bacterium_fen_982_Bacteroidetes,171549,Bacteroidales
MATE_MAG_0055_Bacteroidales_bacterium_fen_980_Bacteroidetes,171549,Bacteroidales
MATE_MAG_0056_Bacteroidales_bacterium_fen_978_Bacteroidetes,171549,Bacteroidales
MATE_MAG_0057_Bacteroidales_bacterium_fen_977_Bacteroidetes,171549,Bacteroidales
MATE_MAG_0058_Bacteroidales_bacterium_fen_976_Bacteroidetes,171549,Bacteroidales
MATE_MAG_0059_Bacteroidales_bacterium_fen_979_Bacteroidetes,171549,Bacteroidales
MATE_MAG_0060_Bacteroidales_bacterium_fen_975_Bacteroidetes,171549,Bacteroidales
MATE_MAG_0061_Bacteroidales_bacterium_fen_974_Bacteroidetes,171549,Bacteroidales
MATE_MAG_0062_Bacteroidales_bacterium_fen_984_Bacteroidetes,171549,Bacteroidales
MATE_MAG_0063_Bacteroidales_bacterium_fen_963_Bacteroidetes,171549,Bacteroidales
MATE_MAG_0064_Bacteroidales_bacterium_fen_959_Bacteroidetes,171549,Bacteroidales
MATE_MAG_0065_Bacteroidales_bacterium_fen_961_Bacteroidetes,171549,Bacteroidales
MATE_MAG_0066_Bacteroidales_bacterium_fen_957_Bacteroidetes,171549,Bacteroidales
MATE_MAG_0067_Bacteroidales_bacterium_fen_956_Bacteroidetes,171549,Bacteroidales
MATE_MAG_0068_Bacteroidales_bacterium_fen_945_Bacteroidetes,171549,Bacteroidales
MATE_MAG_0069_Bacteroidales_bacterium_fen_946_Bacteroidetes,171549,Bacteroidales
MATE_MAG_0070_Bacteroidetes_bacterium_SZUA-422_Bacteroidetes,976,Bacteroidetes
MATE_MAG_0071_Balneolia_bacterium_CSSed10_409R1_Bacteroidetes,2094027,Balneolia bacterium
MATE_MAG_0072_Balneolia_bacterium_T3Sed10_283R1_Bacteroidetes,2094027,Balneolia bacterium
MATE_MAG_0073_Bacteroidetes_bacterium_B42_G2_Bacteroidetes,976,Bacteroidetes
MATE_MAG_0074_Bacteroidetes_bacterium_B1_G1_Bacteroidetes,976,Bacteroidetes
MATE_MAG_0075_Bacteriodetes_bacterium_FW215_bin.33_Bacteroidetes,2507565,Bacteriodetes bacterium
MATE_MAG_0076_Bacteroidia_bacterium_das_tool.concoct.24_Bacteroidetes,2044936,Bacteroidia bacterium
MATE_MAG_0077_Bacteroidetes_bacterium_PowLak16_MAG39_Bacteroidetes,976,Bacteroidetes
MATE_MAG_0078_Bathyarchaeota_archaeon_RBG_13_38_9_2_Bathyarchaeota,1797377,Candidatus Bathyarchaeota archaeon RBG_13_38_9
MATE_MAG_0079_Aminicenantia_UBA8522-M_DeepCast_400m_m2_133_Aminicenantes,910038,unclassified Aminicenantes
MATE_MAG_0080_Aminicenantia_UBA4085_M_DeepCast_400m_m2_244_Aminicenantes,1953194,Candidatus Aminicenantes bacterium UBA4085
MATE_MAG_0081_Aminicenantia_UBA4085_M_DeepCast_400m_m2_293_Aminicenantes,1953194,Candidatus Aminicenantes bacterium UBA4085
MATE_MAG_0082_Aminicenantes_bacterium_UBA647_Aminicenantes,1953198,Candidatus Aminicenantes bacterium UBA647
MATE_MAG_0083_Aminicenantes_bacterium_UBA4085_Aminicenantes,1953194,Candidatus Aminicenantes bacterium UBA4085
MATE_MAG_0084_Aminicenantes_bacterium_fen_413_Aminicenantes,2052149,Candidatus Aminicenantes bacterium
MATE_MAG_0085_Aminicenantes_bacterium_fen_337_Aminicenantes,2052149,Candidatus Aminicenantes bacterium
MATE_MAG_0086_Aminicenantes_bacterium_fen_333_Aminicenantes,2052149,Candidatus Aminicenantes bacterium
MATE_MAG_0087_Cloacimonetes_bacterium_Cloacimonetes,456828,Candidatus Cloacimonetes
MATE_MAG_0088_Coatesbacteria_bacterium_B130_G9_Coatesbacteria,2250272,Candidatus Coatesbacteria bacterium
MATE_MAG_0089_Firestonebacteria_0002_Firestonebacteria,1817802,Candidatus Firestonebacteria
MATE_MAG_0090_Firestonebacteria_bacterium_RIFOXYD2_FULL_39_29_Firestonebacteria,1817862,Candidatus Firestonebacteria bacterium RIFOXYD2_FULL_39_29
MATE_MAG_0091_Firestonebacteria_bacterium_RIFOXYC2_FULL_39_67_Firestonebacteria,1817861,Candidatus Firestonebacteria bacterium RIFOXYC2_FULL_39_67
MATE_MAG_0092_Goldbacteria_bacterium_HGW-Goldbacteria-1_Goldbacteria,2013807,Candidatus Goldbacteria bacterium HGW-Goldbacteria-1
MATE_MAG_0093_FCPU426_bacterium_Goldbacteria,2013583,Candidatus Goldbacteria
MATE_MAG_0094_FCPU426_bacterium_Goldbacteria,2013583,Candidatus Goldbacteria
MATE_MAG_0095_Raymondbacteria_bacterium_RIFOXYA12_full_50_37_Raymondbacteria,1817884,Candidatus Raymondbacteria bacterium RifOxyA12_full_50_37
MATE_MAG_0096_Raymondbacteria_bacterium_RIFOXYA2_FULL_49_16_Raymondbacteria,1817885,Candidatus Raymondbacteria bacterium RIFOXYA2_FULL_49_16
MATE_MAG_0097_Raymondbacteria_bacterium_RIFOXYB12_full_50_8_Raymondbacteria,1817886,Candidatus Raymondbacteria bacterium RifOxyB12_full_50_8
MATE_MAG_0098_Raymondbacteria_bacterium_RIFOXYC12_full_50_8_Raymondbacteria,1817888,Candidatus Raymondbacteria bacterium RifOxyC12_full_50_8
MATE_MAG_0099_Raymondbacteria_bacterium_RIFOXYD12_FULL_49_13_Raymondbacteria,1817890,Candidatus Raymondbacteria bacterium RIFOXYD12_FULL_49_13
MATE_MAG_0100_Raymondbacteria_bacterium_RIFOXYB2_FULL_49_35_Raymondbacteria,1817887,Candidatus Raymondbacteria bacterium RIFOXYB2_FULL_49_35
MATE_MAG_0101_Ignavibacteria_bacterium_RIFOXYA2_FULL_35_10_Chlorobi,1798441,Ignavibacteria bacterium RIFOXYA2_FULL_35_10
MATE_MAG_0102_Composite_genome_from_Trout_Bog_Hypolimnion_TBhypo.metabat.433_Chlorobi,1090,Chlorobi
MATE_MAG_0103_Composite_genome_from_Trout_Bog_TBhypo.metabat.2922.v2_Chlorobi,1090,Chlorobi
MATE_MAG_0104_Composite_genome_from_Trout_Bog_TBhypo.metabat.5247_Chlorobi,1090,Chlorobi
MATE_MAG_0105_Anaerolineales_bacterium_K_DeepCast_100m_m2_305_Chloroflexi,2073117,Anaerolineales bacterium
MATE_MAG_0106_Chloroflexi_0033_Chloroflexi,200795,Chloroflexi
MATE_MAG_0107_Dehalococcoidia_bacterium_DG_22_Chloroflexi,1703393,Dehalococcoidia bacterium DG_22
MATE_MAG_0108_Chloroflexi_bacterium_GWD2_49_16_Chloroflexi,1797617,Chloroflexi bacterium GWD2_49_16
MATE_MAG_0109_Chloroflexi_bacterium_GWB2_49_20_Chloroflexi,1797612,Chloroflexi bacterium GWB2_49_20
MATE_MAG_0110_Chloroflexi_bacterium_GWC2_49_37_Chloroflexi,1797614,Chloroflexi bacterium GWC2_49_37
MATE_MAG_0111_Chloroflexi_bacterium_RBG_13_46_14_Chloroflexi,1797618,Chloroflexi bacterium RBG_13_46_14
MATE_MAG_0112_Chloroflexi_bacterium_RIFOXYD12_FULL_57_15_Chloroflexi,1797675,Chloroflexi bacterium RIFOXYD12_FULL_57_15
MATE_MAG_0113_Anaerolineales_bacterium_UBA877_Chloroflexi,1950227,Anaerolineales bacterium UBA877
MATE_MAG_0114_Anaerolineales_bacterium_UBA2200_Chloroflexi,1950191,Anaerolineales bacterium UBA2200
MATE_MAG_0115_Anaerolineales_bacterium_UBA2232_Chloroflexi,1950192,Anaerolineales bacterium UBA2232
MATE_MAG_0116_Anaerolineales_bacterium_UBA4142_Chloroflexi,1950208,Anaerolineales bacterium UBA4142
MATE_MAG_0117_Anaerolineales_bacterium_UBA4826_Chloroflexi,1950211,Anaerolineales bacterium UBA4826
MATE_MAG_0118_Anaerolineales_bacterium_UBA5215_Chloroflexi,1950214,Anaerolineales bacterium UBA5215
MATE_MAG_0119_Anaerolineales_bacterium_UBA6131_Chloroflexi,1950221,Anaerolineales bacterium UBA6131
MATE_MAG_0120_Anaerolineae_bacterium_CG_4_9_14_0_8_um_filter_58_9_Chloroflexi,2052143,Anaerolineae bacterium
MATE_MAG_0121_Dehalococcoidia_bacterium_fen_1065_Chloroflexi,2026734,Dehalococcoidia bacterium
MATE_MAG_0122_Dehalococcoidia_bacterium_fen_1064_Chloroflexi,2026734,Dehalococcoidia bacterium
MATE_MAG_0123_Dehalococcoidia_bacterium_fen_1060_Chloroflexi,2026734,Dehalococcoidia bacterium
MATE_MAG_0124_Dehalococcoidia_bacterium_fen_1057_Chloroflexi,2026734,Dehalococcoidia bacterium
MATE_MAG_0125_Dehalococcoidia_bacterium_fen_1055_Chloroflexi,2026734,Dehalococcoidia bacterium
MATE_MAG_0126_Dehalococcoidia_bacterium_fen_1062_Chloroflexi,2026734,Dehalococcoidia bacterium
MATE_MAG_0127_Anaerolineaceae_bacterium_fen_1049_Chloroflexi,2024896,Anaerolineaceae bacterium
MATE_MAG_0128_Dehalococcoidia_bacterium_fen_1048_Chloroflexi,2026734,Dehalococcoidia bacterium
MATE_MAG_0129_Dehalococcoidia_bacterium_fen_1040_Chloroflexi,2026734,Dehalococcoidia bacterium
MATE_MAG_0130_Dehalococcoidia_bacterium_fen_1014_Chloroflexi,2026734,Dehalococcoidia bacterium
MATE_MAG_0131_Dehalococcoidia_bacterium_B1Sed10_240_Chloroflexi,2026734,Dehalococcoidia bacterium
MATE_MAG_0132_Dehalococcoidia_bacterium_CSSed11_152R1_Chloroflexi,2026734,Dehalococcoidia bacterium
MATE_MAG_0133_Dehalococcoidia_bacterium_T3Sed10_165R1_Chloroflexi,2026734,Dehalococcoidia bacterium
MATE_MAG_0134_Dehalococcoidia_bacterium_SURF_27_Chloroflexi,2026734,Dehalococcoidia bacterium
MATE_MAG_0135_Chloroflexi_bacterium_metabat2.402_Chloroflexi,2026724,Chloroflexi bacterium
MATE_MAG_0136_Anaerolineales_bacterium_E26_bin7_Chloroflexi,2024896,Anaerolineaceae bacterium
MATE_MAG_0137_Deferribacteres_bacterium_JdFR-76_JGI24019J35510_1001841_Deferribacteres,1935133,Deferribacteres bacterium JdFR-76
MATE_MAG_0138_Desulfobacula_sp._2757320503_Deltaproteobacteria,2593537,Desulfobacula sp.
MATE_MAG_0139_Desulfovibrionaceae_bacterium_2757320505_Deltaproteobacteria,2049043,Desulfovibrionaceae bacterium
MATE_MAG_0140_Desulfatiglandales_HGW-15_2757320506_Deltaproteobacteria,1549126,Desulfatiglans
MATE_MAG_0141_Smithellaceae_fen-1166_2757320507_Deltaproteobacteria,182623,Smithella
MATE_MAG_0142_Desulfobacterales_UBA2156_2757320510_Deltaproteobacteria,1961529,Desulfobacteraceae bacterium UBA2156
MATE_MAG_0143_Desulfocapsaceae_bacteria00193_Deltaproteobacteria,53318,Desulfocapsa
MATE_MAG_0144_Desulfobulbaceae_bacterium_bacteria00229_Deltaproteobacteria,2053307,Desulfobulbaceae bacterium
MATE_MAG_0145_Syntrophales_bacterium_M_DeepCast_400m_m1_009_Deltaproteobacteria,2052184,Syntrophaceae bacterium
MATE_MAG_0146_BSN033_UBA1163_K_DeepCast_100m_m1_199_Deltaproteobacteria,122706,unclassified Deltaproteobacteria
MATE_MAG_0147_Myxococcota_UBA6777_K_DeepCast_100m_m2_324_Deltaproteobacteria,1961469,Myxococcales bacterium UBA6777
MATE_MAG_0148_BSN033_UBA1163_K_DeepCast_100m_mx_276_Deltaproteobacteria,122706,unclassified Deltaproteobacteria
MATE_MAG_0149_Desulfomonilaceae_bacterium_K_DeepCast_150m_m1_199_Deltaproteobacteria,2357,Desulfomonile
MATE_MAG_0150_Syntrophales_UBA5619_K_DeepCast_150m_m2_113_Deltaproteobacteria,1961442,Syntrophaceae bacterium UBA5619
MATE_MAG_0151_BSN033_UBA1163_K_DeepCast_150m_m2_257_Deltaproteobacteria,122706,unclassified Deltaproteobacteria
MATE_MAG_0152_Desulfomonilaceae_bacterium_K_DeepCast_300m_mx_218_Deltaproteobacteria,2357,Desulfomonile
MATE_MAG_0153_Myxococcota_UBA9042-M_DeepCast_400m_m1_331_Deltaproteobacteria,213495,unclassified Myxococcales
MATE_MAG_0154_Desulfobacterales_0017_Deltaproteobacteria,213118,Desulfobacterales
MATE_MAG_0155_Desulfobacterales_0019_Deltaproteobacteria,213118,Desulfobacterales
MATE_MAG_0156_Desulfobacterales_0027_Deltaproteobacteria,213118,Desulfobacterales
MATE_MAG_0157_Desulfobacterales_0034_Deltaproteobacteria,213118,Desulfobacterales
MATE_MAG_0158_Geobacterales_0030_Deltaproteobacteria,213422,Geobacteraceae
MATE_MAG_0159_Geobacteerales_0032_Deltaproteobacteria,213422,Geobacteraceae
MATE_MAG_0160_Syntrophobacterales_0007_Deltaproteobacteria,213462,Syntrophobacterales
MATE_MAG_0161_Syntrophobacterales_0012_Deltaproteobacteria,213462,Syntrophobacterales
MATE_MAG_0162_Desulfatitalea_sp._BRH_c12_Deltaproteobacteria,1629708,Desulfatitalea sp. BRH_c12
MATE_MAG_0163_Desulfobulbaceae_bacterium_BRH_c16a_Deltaproteobacteria,1629713,Desulfobulbaceae bacterium BRH_c16a
MATE_MAG_0164_Deltaproteobacteria_bacterium_SG8_13_Deltaproteobacteria,1703398,Deltaproteobacteria bacterium SG8_13
MATE_MAG_0165_Desulfobacterales_bacterium_SG8_35_2_Deltaproteobacteria,1703401,Desulfobacterales bacterium SG8_35_2
MATE_MAG_0166_Deltaproteobacteria_bacterium_SM23_61_Deltaproteobacteria,1703399,Deltaproteobacteria bacterium SM23_61
MATE_MAG_0167_Smithella_sp._SDB_Deltaproteobacteria,1735324,Smithella sp. SDB
MATE_MAG_0168_Deltaproteobacteria_bacterium_CSP1-8_Deltaproteobacteria,1640514,Deltaproteobacteria bacterium CSP1-8
MATE_MAG_0169_Deltaproteobacteria_bacterium_GWC2_55_46_Deltaproteobacteria,1797818,Deltaproteobacteria bacterium GWC2_55_46
MATE_MAG_0170_Syntrophobacterales_bacterium_Delta_03_Deltaproteobacteria,2282155,Syntrophobacterales bacterium
MATE_MAG_0171_Syntrophobacterales_bacterium_Delta_02_Deltaproteobacteria,2282155,Syntrophobacterales bacterium
MATE_MAG_0172_Olavius_algarvensis_Delta_1_Deltaproteobacteria,188229,Olavius algarvensis
MATE_MAG_0173_Desulfobulbaceae_bacterium_S3730MH12_Deltaproteobacteria,1869305,Desulfobulbaceae bacterium S3730MH12
MATE_MAG_0174_Desulfobulbaceae_bacterium_S5133MH15_Deltaproteobacteria,1869306,Desulfobulbaceae bacterium S5133MH15
MATE_MAG_0175_Bdellovibrionales_bacterium_GWB1_55_8_Deltaproteobacteria,1797386,Bdellovibrionales bacterium GWB1_55_8
MATE_MAG_0176_Bdellovibrionales_bacterium_RIFOXYC1_FULL_39_130_Deltaproteobacteria,1797396,Bdellovibrionales bacterium RIFOXYC1_FULL_39_130
MATE_MAG_0177_Bdellovibrionales_bacterium_RIFOXYC1_FULL_54_43_Deltaproteobacteria,1797397,Bdellovibrionales bacterium RIFOXYC1_FULL_54_43
MATE_MAG_0178_Bdellovibrionales_bacterium_RIFOXYC12_FULL_39_17_Deltaproteobacteria,1797398,Bdellovibrionales bacterium RIFOXYC12_FULL_39_17
MATE_MAG_0179_Bdellovibrionales_bacterium_RIFOXYD1_FULL_55_31_Deltaproteobacteria,2053517,Bdellovibrionales bacterium
MATE_MAG_0180_Bdellovibrionales_bacterium_RIFOXYD12_FULL_39_22_Deltaproteobacteria,1797405,Bdellovibrionales bacterium RIFOXYD12_FULL_39_22
MATE_MAG_0181_Bdellovibrionales_bacterium_RIFOXYB1_FULL_39_21_Deltaproteobacteria,1797406,Bdellovibrionales bacterium RIFOXYB1_FULL_39_21
MATE_MAG_0182_Deltaproteobacteria_bacterium_GWA2_54_12_Deltaproteobacteria,1797808,Deltaproteobacteria bacterium GWA2_54_12
MATE_MAG_0183_Deltaproteobacteria_bacterium_GWA2_55_82_Deltaproteobacteria,1797810,Deltaproteobacteria bacterium GWA2_55_82
MATE_MAG_0184_Deltaproteobacteria_bacterium_GWB2_65_81_Deltaproteobacteria,1797815,Deltaproteobacteria bacterium GWB2_65_81
MATE_MAG_0185_Deltaproteobacteria_bacterium_GWA2_43_19_Deltaproteobacteria,1797804,Deltaproteobacteria bacterium GWA2_43_19
MATE_MAG_0186_Deltaproteobacteria_bacterium_GWA2_55_10_Deltaproteobacteria,1797809,Deltaproteobacteria bacterium GWA2_55_10
MATE_MAG_0187_Deltaproteobacteria_bacterium_GWB2_55_19_Deltaproteobacteria,1797814,Deltaproteobacteria bacterium GWB2_55_19
MATE_MAG_0188_Deltaproteobacteria_bacterium_GWD2_42_10_Deltaproteobacteria,1797822,Deltaproteobacteria bacterium GWD2_42_10
MATE_MAG_0189_Deltaproteobacteria_bacterium_GWF2_42_12_Deltaproteobacteria,1797824,Deltaproteobacteria bacterium GWF2_42_12
MATE_MAG_0190_Deltaproteobacteria_bacterium_RBG_13_49_15_Deltaproteobacteria,1797827,Deltaproteobacteria bacterium RBG_13_49_15
MATE_MAG_0191_Deltaproteobacteria_bacterium_RBG_13_52_11_Deltaproteobacteria,1797829,Deltaproteobacteria bacterium RBG_13_52_11
MATE_MAG_0192_Deltaproteobacteria_bacterium_RBG_13_61_14_Deltaproteobacteria,1797834,Deltaproteobacteria bacterium RBG_13_61_14
MATE_MAG_0193_Deltaproteobacteria_bacterium_RBG_16_44_11_Deltaproteobacteria,1797837,Deltaproteobacteria bacterium RBG_16_44_11
MATE_MAG_0194_Deltaproteobacteria_bacterium_RBG_16_58_17_Deltaproteobacteria,1797845,Deltaproteobacteria bacterium RBG_16_58_17
MATE_MAG_0195_Deltaproteobacteria_bacterium_RIFCSPHIGHO2_02_FULL_42_44_Deltaproteobacteria,1797860,Deltaproteobacteria bacterium RIFCSPHIGHO2_02_FULL_42_44
MATE_MAG_0196_Deltaproteobacteria_bacterium_RIFCSPHIGHO2_02_FULL_43_33_Deltaproteobacteria,1797861,Deltaproteobacteria bacterium RIFCSPHIGHO2_02_FULL_43_33
MATE_MAG_0197_Deltaproteobacteria_bacterium_RIFCSPLOWO2_02_FULL_55_12_Deltaproteobacteria,1797883,Deltaproteobacteria bacterium RIFCSPLOWO2_02_FULL_55_12
MATE_MAG_0198_Deltaproteobacteria_bacterium_RIFOXYA12_FULL_58_15_Deltaproteobacteria,1797895,Deltaproteobacteria bacterium RIFOXYA12_FULL_58_15
MATE_MAG_0199_Deltaproteobacteria_bacterium_RIFOXYA2_FULL_42_10_Deltaproteobacteria,1797897,Deltaproteobacteria bacterium RIFOXYA2_FULL_42_10
MATE_MAG_0200_Deltaproteobacteria_bacterium_RIFOXYD12_FULL_53_23_Deltaproteobacteria,1797903,Deltaproteobacteria bacterium RIFOXYD12_FULL_53_23
MATE_MAG_0201_Deltaproteobacteria_bacterium_RBG_19FT_COMBO_43_11_Deltaproteobacteria,1797849,Deltaproteobacteria bacterium RBG_19FT_COMBO_43_11
MATE_MAG_0202_Deltaproteobacteria_bacterium_RIFCSPLOWO2_01_FULL_42_9_Deltaproteobacteria,1797871,Deltaproteobacteria bacterium RIFCSPLOWO2_01_FULL_42_9
MATE_MAG_0203_Deltaproteobacteria_bacterium_RIFCSPLOWO2_12_FULL_43_16_Deltaproteobacteria,1797889,Deltaproteobacteria bacterium RIFCSPLOWO2_12_FULL_43_16
MATE_MAG_0204_Deltaproteobacteria_bacterium_RIFOXYD12_FULL_50_9_Deltaproteobacteria,1797902,Deltaproteobacteria bacterium RIFOXYD12_FULL_50_9
MATE_MAG_0205_Deltaproteobacteria_bacterium_RIFOXYD12_FULL_57_12_Deltaproteobacteria,1797906,Deltaproteobacteria bacterium RIFOXYD12_FULL_57_12
MATE_MAG_0206_Deltaproteobacteria_bacterium_RIFOXYD12_FULL_56_24_Deltaproteobacteria,1797905,Deltaproteobacteria bacterium RIFOXYD12_FULL_56_24
MATE_MAG_0207_Desulfobacterales_bacterium_GWB2_56_26_Deltaproteobacteria,1797913,Desulfobacterales bacterium GWB2_56_26
MATE_MAG_0208_Desulfobacterales_bacterium_RIFOXYA12_FULL_46_15_Deltaproteobacteria,1797914,Desulfobacterales bacterium RIFOXYA12_FULL_46_15
MATE_MAG_0209_Desulfuromonadales_bacterium_GWC2_61_20_Deltaproteobacteria,1797916,Desulfuromonadales bacterium GWC2_61_20
MATE_MAG_0210_Desulfuromonadales_bacterium_GWD2_54_10_Deltaproteobacteria,1797917,Desulfuromonadales bacterium GWD2_54_10
MATE_MAG_0211_Geobacteraceae_bacterium_GWB2_52_12_Deltaproteobacteria,1798314,Geobacteraceae bacterium GWB2_52_12
MATE_MAG_0212_Geobacteraceae_bacterium_GWC2_58_44_Deltaproteobacteria,1798318,Geobacteraceae bacterium GWC2_58_44
MATE_MAG_0213_Geobacteraceae_bacterium_GWC2_53_11_gwc2_Deltaproteobacteria,1798316,Geobacteraceae bacterium GWC2_53_11
